Dataset Name,Algorithm Name,Cross Validation,Hyper-Parameters Values,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training Time,Inference Time
analcatdata_lawsuit.csv,Rotation Forest,10,"{'bootstrap': True, 'class_weight': None, 'criterion': 'gini', 'max_depth': 8, 'max_features': 1.0, 'max_leaf_nodes': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_features_per_subset': 2, 'n_jobs': 8, 'oob_score': False, 'random_state': 42, 'rotation_algo': 'pca', 'verbose': 0, 'warm_start': False}",1.0,[1. 1.],[0. 0.],1.0,0,0,0.7680525779724121,3.9572899158184343
baseball.csv,Gradient Boosting,1,"{'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'presort': 'auto', 'random_state': None, 'subsample': 1.0, 'verbose': 2, 'warm_start': False}",0.9626865671641791,[0.99206349 1.         0.33333333],[0.5        0.00757576 0.        ],0.8785529715762274,0,0,1.724064588546753,0.01205615143277752
baseball.csv,Gradient Boosting,2,"{'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'presort': 'auto', 'random_state': None, 'subsample': 1.0, 'verbose': 2, 'warm_start': False}",0.9402985074626866,[0.97560976 0.75       0.42857143],[0.45454545 0.         0.02362205],0.82,0,0,3.4915337562561035,0.011630912325275479
baseball.csv,Gradient Boosting,3,"{'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'presort': 'auto', 'random_state': None, 'subsample': 1.0, 'verbose': 2, 'warm_start': False}",0.9402985074626866,[0.98347107 0.71428571 0.33333333],[0.30769231 0.01574803 0.015625  ],0.7272551296941541,0,0,5.218989133834839,0.016539844114388993
baseball.csv,Gradient Boosting,4,"{'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'presort': 'auto', 'random_state': None, 'subsample': 1.0, 'verbose': 2, 'warm_start': False}",0.917910447761194,[0.99159664 0.42857143 0.25      ],[0.53333333 0.         0.02380952],0.7788359788359789,0,0,6.9298789501190186,0.012324817145048683
baseball.csv,Gradient Boosting,5,"{'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'presort': 'auto', 'random_state': None, 'subsample': 1.0, 'verbose': 2, 'warm_start': False}",0.8582089552238806,[0.96521739 0.4        0.14285714],[0.57894737 0.02325581 0.04166667],0.5318501170960187,0,0,8.645189762115479,0.01118254305711433
baseball.csv,Gradient Boosting,6,"{'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'presort': 'auto', 'random_state': None, 'subsample': 1.0, 'verbose': 2, 'warm_start': False}",0.8805970149253731,[0.96491228 0.75       0.16666667],[0.45       0.03174603 0.02459016],0.6414565826330532,0,0,10.359339475631714,0.013372791347218983
baseball.csv,Gradient Boosting,7,"{'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'presort': 'auto', 'random_state': None, 'subsample': 1.0, 'verbose': 2, 'warm_start': False}",0.9552238805970149,[0.984375 0.5      0.25    ],[0.33333333 0.01515152 0.01538462],0.5503472222222222,0,0,12.079313516616821,0.011712757509146163
baseball.csv,Gradient Boosting,8,"{'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'presort': 'auto', 'random_state': None, 'subsample': 1.0, 'verbose': 2, 'warm_start': False}",0.9626865671641791,[1.         0.8        0.42857143],[0.33333333 0.         0.00787402],0.9060846560846562,0,0,13.807517766952515,0.011296414617282242
baseball.csv,Gradient Boosting,9,"{'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'presort': 'auto', 'random_state': None, 'subsample': 1.0, 'verbose': 2, 'warm_start': False}",0.9552238805970149,[0.97619048 0.57142857 1.        ],[0.125      0.00787402 0.03007519],0.6639784946236559,0,0,15.520490884780884,0.01307921623116109
baseball.csv,Gradient Boosting,10,"{'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'presort': 'auto', 'random_state': None, 'subsample': 1.0, 'verbose': 2, 'warm_start': False}",0.9477611940298507,[0.99173554 0.6        0.33333333],[0.30769231 0.         0.02290076],0.739247311827957,0,0,17.232799530029297,0.012251868176816115
baseball.csv,Rotation Forest,10,"{'bootstrap': True, 'class_weight': None, 'criterion': 'gini', 'max_depth': 8, 'max_features': 1.0, 'max_leaf_nodes': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_features_per_subset': 4, 'n_jobs': 8, 'oob_score': False, 'random_state': 42, 'rotation_algo': 'pca', 'verbose': 0, 'warm_start': False}",0.9402985074626866,[1.  0.5 0. ],[0.53846154 0.         0.00763359],0.6484375,0,0,1.7799186706542969,0.7766075988314045
bodyfat.csv,Gradient Boosting,1,"{'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'presort': 'auto', 'random_state': None, 'subsample': 1.0, 'verbose': 2, 'warm_start': False}",1.0,[1. 1.],[0. 0.],1.0,0,0,0.10496115684509277,0.018706688514122594
bodyfat.csv,Gradient Boosting,2,"{'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'presort': 'auto', 'random_state': None, 'subsample': 1.0, 'verbose': 2, 'warm_start': False}",1.0,[1. 1.],[0. 0.],1.0,0,0,0.2199692726135254,0.01704692840576172
bodyfat.csv,Gradient Boosting,3,"{'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'presort': 'auto', 'random_state': None, 'subsample': 1.0, 'verbose': 2, 'warm_start': False}",1.0,[1. 1.],[0. 0.],1.0,0,0,0.33053088188171387,0.018310546875
bodyfat.csv,Gradient Boosting,4,"{'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'presort': 'auto', 'random_state': None, 'subsample': 1.0, 'verbose': 2, 'warm_start': False}",1.0,[1. 1.],[0. 0.],1.0,0,0,0.44585156440734863,0.018024444580078125
bodyfat.csv,Gradient Boosting,5,"{'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'presort': 'auto', 'random_state': None, 'subsample': 1.0, 'verbose': 2, 'warm_start': False}",1.0,[1. 1.],[0. 0.],1.0,0,0,0.5596823692321777,0.01903533935546875
bodyfat.csv,Gradient Boosting,6,"{'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'presort': 'auto', 'random_state': None, 'subsample': 1.0, 'verbose': 2, 'warm_start': False}",1.0,[1. 1.],[0. 0.],1.0,0,0,0.6699888706207275,0.019283294677734375
bodyfat.csv,Gradient Boosting,7,"{'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'presort': 'auto', 'random_state': None, 'subsample': 1.0, 'verbose': 2, 'warm_start': False}",1.0,[1. 1.],[0. 0.],1.0,0,0,0.7826857566833496,0.019826889038085938
bodyfat.csv,Gradient Boosting,8,"{'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'presort': 'auto', 'random_state': None, 'subsample': 1.0, 'verbose': 2, 'warm_start': False}",1.0,[1. 1.],[0. 0.],1.0,0,0,0.8946475982666016,0.016775131225585938
bodyfat.csv,Gradient Boosting,9,"{'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'presort': 'auto', 'random_state': None, 'subsample': 1.0, 'verbose': 2, 'warm_start': False}",1.0,[1. 1.],[0. 0.],1.0,0,0,1.0178515911102295,0.017461776733398438
bodyfat.csv,Gradient Boosting,10,"{'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'presort': 'auto', 'random_state': None, 'subsample': 1.0, 'verbose': 2, 'warm_start': False}",0.96,[1.  0.9],[0.1 0. ],0.96875,0,0,1.1261656284332275,0.017242431640625
bodyfat.csv,Rotation Forest,10,"{'bootstrap': True, 'class_weight': None, 'criterion': 'gini', 'max_depth': 8, 'max_features': 1.0, 'max_leaf_nodes': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_features_per_subset': 3, 'n_jobs': 8, 'oob_score': False, 'random_state': 42, 'rotation_algo': 'pca', 'verbose': 0, 'warm_start': False}",0.76,[0.8 0.7],[0.3 0.2],0.75,0,0,1.1818697452545166,4.121122360229492
analcatdata_asbestos.csv,Gradient Boosting,1,"{'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'presort': 'auto', 'random_state': None, 'subsample': 1.0, 'verbose': 2, 'warm_start': False}",0.7777777777777778,[1.  0.5],[0.5 0. ],0.8571428571428572,0,0,0.13045430183410645,0.04982948303222656
analcatdata_asbestos.csv,Gradient Boosting,2,"{'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'presort': 'auto', 'random_state': None, 'subsample': 1.0, 'verbose': 2, 'warm_start': False}",0.4444444444444444,[1.         0.28571429],[0.71428571 0.        ],0.6428571428571428,0,0,0.26729822158813477,0.058333079020182296
analcatdata_asbestos.csv,Gradient Boosting,3,"{'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'presort': 'auto', 'random_state': None, 'subsample': 1.0, 'verbose': 2, 'warm_start': False}",1.0,[1. 1.],[0. 0.],1.0,0,0,0.40170717239379883,0.05131297641330295
analcatdata_asbestos.csv,Gradient Boosting,4,"{'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'presort': 'auto', 'random_state': None, 'subsample': 1.0, 'verbose': 2, 'warm_start': False}",0.5,[0.4        0.66666667],[0.33333333 0.6       ],0.5333333333333333,0,0,0.5346105098724365,0.048220157623291016
analcatdata_asbestos.csv,Gradient Boosting,5,"{'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'presort': 'auto', 'random_state': None, 'subsample': 1.0, 'verbose': 2, 'warm_start': False}",0.75,[0.83333333 0.5       ],[0.5        0.16666667],0.6666666666666667,0,0,0.663069486618042,0.05182623863220215
analcatdata_asbestos.csv,Gradient Boosting,6,"{'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'presort': 'auto', 'random_state': None, 'subsample': 1.0, 'verbose': 2, 'warm_start': False}",0.875,[0.8 1. ],[0.  0.2],0.875,0,0,0.7922699451446533,0.05716085433959961
analcatdata_asbestos.csv,Gradient Boosting,7,"{'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'presort': 'auto', 'random_state': None, 'subsample': 1.0, 'verbose': 2, 'warm_start': False}",0.75,[0.75  nan],[ nan 0.25],0.5,0,0,0.9184436798095703,0.05352497100830078
analcatdata_asbestos.csv,Gradient Boosting,8,"{'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'presort': 'auto', 'random_state': None, 'subsample': 1.0, 'verbose': 2, 'warm_start': False}",0.75,[0.5 1. ],[0.  0.5],0.8333333333333333,0,0,1.0493543148040771,0.049501657485961914
analcatdata_asbestos.csv,Gradient Boosting,9,"{'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'presort': 'auto', 'random_state': None, 'subsample': 1.0, 'verbose': 2, 'warm_start': False}",0.875,[1.         0.66666667],[0.33333333 0.        ],0.9166666666666667,0,0,1.1746089458465576,0.05501508712768555
analcatdata_asbestos.csv,Gradient Boosting,10,"{'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'presort': 'auto', 'random_state': None, 'subsample': 1.0, 'verbose': 2, 'warm_start': False}",0.875,[1.  0.8],[0.2 0. ],0.875,0,0,1.304800033569336,0.10278820991516113
analcatdata_asbestos.csv,Rotation Forest,10,"{'bootstrap': True, 'class_weight': None, 'criterion': 'gini', 'max_depth': 8, 'max_features': 1.0, 'max_leaf_nodes': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_features_per_subset': 2, 'n_jobs': 8, 'oob_score': False, 'random_state': 42, 'rotation_algo': 'pca', 'verbose': 0, 'warm_start': False}",0.875,[1.  0.8],[0.2 0. ],0.875,0,0,0.6736297607421875,12.870550155639648
analcatdata_broadwaymult.csv,Gradient Boosting,1,"{'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'presort': 'auto', 'random_state': None, 'subsample': 1.0, 'verbose': 2, 'warm_start': False}",0.8620689655172413,[0.8 nan 1.  1.  0.5 1.  1. ],"[0.         0.03448276 0.03703704 0.03846154 0.         0.
 0.03846154]",0.738095238095238,0,0,0.8496241569519043,0.04872782477017107
analcatdata_broadwaymult.csv,Gradient Boosting,2,"{'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'presort': 'auto', 'random_state': None, 'subsample': 1.0, 'verbose': 2, 'warm_start': False}",0.896551724137931,[1.  0.8 1.  1.  1.  0.5 1. ],"[0.05263158 0.         0.08       0.         0.         0.
 0.        ]",0.9393939393939394,0,0,1.6986262798309326,0.05085714932145744
analcatdata_broadwaymult.csv,Gradient Boosting,3,"{'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'presort': 'auto', 'random_state': None, 'subsample': 1.0, 'verbose': 2, 'warm_start': False}",0.9310344827586207,"[0.91666667 1.         1.         0.75       1.         1.
 1.        ]","[0.         0.04       0.         0.         0.         0.
 0.03703704]",0.9238095238095239,0,0,2.5736684799194336,0.053775721582873116
